,id_aeroporto,data,causaIspezione,causaIspezioneAltro
67,7,2011-01-02,Ispezione normale o programmata,
94,7,2011-01-03,Ispezione normale o programmata,
208,7,2011-01-04,Ispezione normale o programmata,
292,7,2011-01-05,Ispezione normale o programmata,
311,7,2011-01-06,Ispezione normale o programmata,
377,7,2011-01-07,Ispezione normale o programmata,
538,7,2011-01-09,Ispezione normale o programmata,
539,7,2011-01-08,Ispezione normale o programmata,
602,7,2011-01-10,Ispezione normale o programmata,
700,7,2011-01-11,Ispezione normale o programmata,
773,7,2011-01-12,Richiesta da Torre / Capo scalo / Duty manager,
774,7,2011-01-12,Ispezione normale o programmata,
856,7,2011-01-13,Ispezione normale o programmata,
931,7,2011-01-14,Ispezione normale o programmata,
989,7,2011-01-15,Ispezione normale o programmata,
1033,7,2011-01-16,Ispezione normale o programmata,
1150,7,2011-01-17,Ispezione normale o programmata,
1194,7,2011-01-18,Ispezione normale o programmata,
1270,7,2011-01-19,Ispezione normale o programmata,
1356,7,2011-01-20,Ispezione normale o programmata,
1453,7,2011-01-21,Ispezione normale o programmata,
1487,7,2011-01-22,Ispezione normale o programmata,
1549,7,2011-01-23,Ispezione normale o programmata,
1613,7,2011-01-24,Ispezione normale o programmata,
1674,7,2011-01-25,Ispezione normale o programmata,
1751,7,2011-01-26,Ispezione normale o programmata,
1951,7,2011-01-27,Ispezione normale o programmata,
2060,7,2011-01-28,Ispezione normale o programmata,
2105,7,2011-01-29,Ispezione normale o programmata,
2143,7,2011-01-30,Ispezione normale o programmata,
2224,7,2011-01-31,Ispezione normale o programmata,
2303,7,2011-02-01,Ispezione normale o programmata,
2422,7,2011-02-02,Ispezione normale o programmata,
2462,7,2011-02-03,Ispezione normale o programmata,
2601,7,2011-02-04,Ispezione normale o programmata,
2677,7,2011-02-05,Ispezione normale o programmata,
2728,7,2011-02-06,Ispezione normale o programmata,
2810,7,2011-02-07,Ispezione normale o programmata,
2869,7,2011-02-08,Ispezione normale o programmata,
3583,7,2011-02-09,Ispezione normale o programmata,
3638,7,2011-02-10,Ispezione normale o programmata,
3710,7,2011-02-11,Ispezione normale o programmata,
3766,7,2011-02-12,Ispezione normale o programmata,
3840,7,2011-02-13,Ispezione normale o programmata,
3926,7,2011-02-14,Ispezione normale o programmata,
4006,7,2011-02-15,Ispezione normale o programmata,
4085,7,2011-02-16,Ispezione normale o programmata,
4160,7,2011-02-17,Ispezione normale o programmata,
4161,7,2011-02-17,Ispezione normale o programmata,
4246,7,2011-02-18,Ispezione normale o programmata,
4280,7,2011-02-19,Ispezione normale o programmata,
4349,7,2011-02-20,Ispezione normale o programmata,
4464,7,2011-02-21,Ispezione normale o programmata,
4572,7,2011-02-22,Ispezione normale o programmata,
4642,7,2011-02-23,Ispezione normale o programmata,
4721,7,2011-02-24,Ispezione normale o programmata,
4783,7,2011-02-25,Ispezione normale o programmata,
4860,7,2011-02-26,Ispezione normale o programmata,
4950,7,2011-02-27,Ispezione normale o programmata,
5027,7,2011-02-28,Ispezione normale o programmata,
5128,7,2011-03-01,Ispezione normale o programmata,
5201,7,2011-03-02,Ispezione normale o programmata,
5276,7,2011-03-03,Ispezione normale o programmata,
5349,7,2011-03-04,Ispezione normale o programmata,
5417,7,2011-03-05,Ispezione normale o programmata,
5484,7,2011-03-06,Ispezione normale o programmata,
5567,7,2011-03-07,Ispezione normale o programmata,
5846,7,2011-03-08,Ispezione normale o programmata,
5936,7,2011-03-09,Ispezione normale o programmata,
6018,7,2011-03-10,Ispezione normale o programmata,
6081,7,2011-03-11,Impatto dichiarato da torre,
6082,7,2011-03-11,Ispezione normale o programmata,
6137,7,2011-03-12,Ispezione normale o programmata,
6218,7,2011-03-13,Ispezione normale o programmata,
6899,7,2011-03-14,Ispezione normale o programmata,
6988,7,2011-03-15,Ispezione normale o programmata,
7056,7,2011-03-16,Ispezione normale o programmata,
7120,7,2011-03-17,Ispezione normale o programmata,
7204,7,2011-03-18,Ispezione normale o programmata,
7340,7,2011-03-19,Ispezione normale o programmata,
7341,7,2011-03-20,Ispezione normale o programmata,
7396,7,2011-03-21,Ispezione normale o programmata,
7498,7,2011-03-22,Ispezione normale o programmata,
7580,7,2011-03-23,Ispezione normale o programmata,
7669,7,2011-03-24,Ispezione normale o programmata,
7725,7,2011-03-25,Ispezione normale o programmata,
7788,7,2011-03-26,Ispezione normale o programmata,
7863,7,2011-03-27,Ispezione normale o programmata,
7945,7,2011-03-28,Ispezione normale o programmata,
8172,7,2011-03-29,Ispezione normale o programmata,
8230,7,2011-03-30,Impatto dichiarato da torre,
8232,7,2011-03-30,Ispezione normale o programmata,
8321,7,2011-03-31,Ispezione normale o programmata,
8421,7,2011-04-01,Ispezione normale o programmata,
8493,7,2011-04-02,Ispezione normale o programmata,
8567,7,2011-04-03,Ispezione normale o programmata,
8641,7,2011-04-04,Ispezione normale o programmata,
8730,7,2011-04-05,Ispezione normale o programmata,
8813,7,2011-04-06,Ispezione normale o programmata,
8875,7,2011-04-07,Ispezione normale o programmata,
8964,7,2011-04-08,Ispezione normale o programmata,
9035,7,2011-04-09,Ispezione normale o programmata,
9090,7,2011-04-10,Ispezione normale o programmata,
9158,7,2011-04-11,Ispezione normale o programmata,
9253,7,2011-04-12,Ispezione normale o programmata,
9314,7,2011-04-13,Ispezione normale o programmata,
9404,7,2011-04-14,Ispezione normale o programmata,
9500,7,2011-04-15,Ispezione normale o programmata,
9553,7,2011-04-16,Ispezione normale o programmata,
9625,7,2011-04-17,Ispezione normale o programmata,
9749,7,2011-04-18,Ispezione normale o programmata,
9828,7,2011-04-19,Ispezione normale o programmata,
9924,7,2011-04-20,Ispezione normale o programmata,
10005,7,2011-04-21,Ispezione normale o programmata,
10104,7,2011-04-22,Ispezione normale o programmata,
10171,7,2011-04-23,Ispezione normale o programmata,
10246,7,2011-04-24,Ispezione normale o programmata,
10322,7,2011-04-25,Ispezione normale o programmata,
10394,7,2011-04-26,Ispezione normale o programmata,
10671,7,2011-04-27,Ispezione normale o programmata,
10737,7,2011-04-28,Ispezione normale o programmata,
10748,7,2011-04-28,Ispezione normale o programmata,
10753,7,2011-04-28,Ispezione normale o programmata,
10780,7,2011-04-28,Ispezione normale o programmata,
10847,7,2011-04-29,Ispezione normale o programmata,
10857,7,2011-04-29,Ispezione normale o programmata,
10919,7,2011-04-30,Ispezione normale o programmata,
10931,7,2011-04-30,Ispezione normale o programmata,
11007,7,2011-05-01,Ispezione normale o programmata,
11116,7,2011-05-02,Ispezione normale o programmata,
11144,7,2011-05-02,Ispezione normale o programmata,
11244,7,2011-05-03,Ispezione normale o programmata,
11255,7,2011-05-03,Ispezione normale o programmata,
11320,7,2011-05-04,Ispezione normale o programmata,
11339,7,2011-05-04,Ispezione normale o programmata,
11393,7,2011-04-29,Impatto dichiarato da torre,
11426,7,2011-05-05,Ispezione normale o programmata,
11508,7,2011-05-06,Ispezione normale o programmata,
11582,7,2011-05-07,Ispezione normale o programmata,
11668,7,2011-05-08,Ispezione normale o programmata,
11735,7,2011-05-09,Ispezione normale o programmata,
11757,7,2011-05-09,Ispezione normale o programmata,
11827,7,2011-05-10,Ispezione normale o programmata,
11846,7,2011-05-10,Ispezione normale o programmata,
11953,7,2011-05-11,Ispezione normale o programmata,
12032,7,2011-05-12,Ispezione normale o programmata,
12102,7,2011-05-13,Ispezione normale o programmata,
12118,7,2011-05-13,Ispezione normale o programmata,
12192,7,2011-05-14,Ispezione normale o programmata,
12208,7,2011-05-14,Ispezione normale o programmata,
12300,7,2011-05-15,Ispezione normale o programmata,
12314,7,2011-05-15,Ispezione normale o programmata,
12392,7,2011-05-16,Ispezione normale o programmata,
12412,7,2011-05-16,Ispezione normale o programmata,
12488,7,2011-05-17,Ispezione normale o programmata,
12510,7,2011-05-17,Ispezione normale o programmata,
12580,7,2011-05-18,Ispezione normale o programmata,
12592,7,2011-05-18,Ispezione normale o programmata,
12686,7,2011-05-19,Ispezione normale o programmata,
12701,7,2011-05-19,Ispezione normale o programmata,
12769,7,2011-05-20,Ispezione normale o programmata,
12783,7,2011-05-20,Ispezione normale o programmata,
12852,7,2011-05-21,Ispezione normale o programmata,
12874,7,2011-05-21,Ispezione normale o programmata,
13682,7,2011-05-22,Ispezione normale o programmata,
13690,7,2011-05-22,Ispezione normale o programmata,
13762,7,2011-05-23,Ispezione normale o programmata,
13783,7,2011-05-23,Ispezione normale o programmata,
13854,7,2011-05-24,Ispezione normale o programmata,
13875,7,2011-05-24,Ispezione normale o programmata,
13945,7,2011-05-25,Ispezione normale o programmata,
13963,7,2011-05-25,Ispezione normale o programmata,
14026,7,2011-05-26,Ispezione normale o programmata,
14038,7,2011-05-26,Ispezione normale o programmata,
14114,7,2011-05-27,Ispezione normale o programmata,
14115,7,2011-05-27,Ispezione normale o programmata,
14183,7,2011-05-28,Ispezione normale o programmata,
14198,7,2011-05-28,Ispezione normale o programmata,
14286,7,2011-05-29,Ispezione normale o programmata,
14299,7,2011-05-29,Ispezione normale o programmata,
14418,7,2011-05-30,Ispezione normale o programmata,
14424,7,2011-05-30,Ispezione normale o programmata,
14545,7,2011-05-31,Ispezione normale o programmata,
14556,7,2011-05-31,Ispezione normale o programmata,
14610,7,2011-06-01,Ispezione normale o programmata,
14647,7,2011-06-01,Ispezione normale o programmata,
14666,7,2011-06-01,Ispezione normale o programmata,
14680,7,2011-06-01,Ispezione normale o programmata,
14704,7,2011-06-02,Ispezione normale o programmata,
14725,7,2011-06-02,Ispezione normale o programmata,
14734,7,2011-06-02,Ispezione normale o programmata,
14749,7,2011-06-02,Ispezione normale o programmata,
14797,7,2011-06-03,Ispezione normale o programmata,
14818,7,2011-06-03,Ispezione normale o programmata,
14825,7,2011-06-03,Ispezione normale o programmata,
14880,7,2011-06-04,Ispezione normale o programmata,
14899,7,2011-06-04,Ispezione normale o programmata,
14920,7,2011-06-04,Ispezione normale o programmata,
14934,7,2011-06-04,Ispezione normale o programmata,
14963,7,2011-06-05,Ispezione normale o programmata,
14978,7,2011-06-05,Ispezione normale o programmata,
15008,7,2011-06-05,Ispezione normale o programmata,
15069,7,2011-06-06,Ispezione normale o programmata,
15077,7,2011-06-06,Ispezione normale o programmata,
15130,7,2011-06-06,Ispezione normale o programmata,
15179,7,2011-06-07,Ispezione normale o programmata,
15205,7,2011-06-07,Ispezione normale o programmata,
15245,7,2011-06-07,Ispezione normale o programmata,
15283,7,2011-06-08,Ispezione normale o programmata,
15302,7,2011-06-08,Ispezione normale o programmata,
15331,7,2011-06-08,Ispezione normale o programmata,
15346,7,2011-06-08,Ispezione normale o programmata,
15418,7,2011-06-09,Ispezione normale o programmata,
15445,7,2011-06-09,Ispezione normale o programmata,
15458,7,2011-06-09,Ispezione normale o programmata,
15520,7,2011-06-10,Ispezione normale o programmata,
15543,7,2011-06-10,Ispezione normale o programmata,
15554,7,2011-06-10,Ispezione normale o programmata,
15581,7,2011-06-11,Ispezione normale o programmata,
15589,7,2011-06-11,Ispezione normale o programmata,
15612,7,2011-06-11,Ispezione normale o programmata,
15693,7,2011-06-12,Ispezione normale o programmata,
15712,7,2011-06-12,Ispezione normale o programmata,
15774,7,2011-06-13,Ispezione normale o programmata,
15798,7,2011-06-13,Ispezione normale o programmata,
15848,7,2011-06-14,Ispezione normale o programmata,
15858,7,2011-06-14,Ispezione normale o programmata,
15897,7,2011-06-14,Ispezione normale o programmata,
15945,7,2011-06-15,Ispezione normale o programmata,
15972,7,2011-06-15,Ispezione normale o programmata,
16021,7,2011-06-16,Ispezione normale o programmata,
16049,7,2011-06-16,Ispezione normale o programmata,
16103,7,2011-06-17,Ispezione normale o programmata,
16134,7,2011-06-17,Ispezione normale o programmata,
16187,7,2011-06-18,Ispezione normale o programmata,
16211,7,2011-06-18,Ispezione normale o programmata,
16259,7,2011-06-19,Ispezione normale o programmata,
16290,7,2011-06-19,Ispezione normale o programmata,
16359,7,2011-06-20,Ispezione normale o programmata,
16402,7,2011-06-20,Ispezione normale o programmata,
16466,7,2011-06-21,Ispezione normale o programmata,
16495,7,2011-06-21,Ispezione normale o programmata,
16549,7,2011-06-22,Ispezione normale o programmata,
16577,7,2011-06-22,Ispezione normale o programmata,
16624,7,2011-06-23,Ispezione normale o programmata,
16671,7,2011-06-23,Ispezione normale o programmata,
16744,7,2011-06-24,Ispezione normale o programmata,
16761,7,2011-06-24,Ispezione normale o programmata,
16786,7,2011-06-25,Ispezione normale o programmata,
16811,7,2011-06-25,Ispezione normale o programmata,
16873,7,2011-06-26,Ispezione normale o programmata,
16895,7,2011-06-26,Ispezione normale o programmata,
16941,7,2011-06-27,Ispezione normale o programmata,
16955,7,2011-06-27,Ispezione normale o programmata,
17035,7,2011-06-28,Ispezione normale o programmata,
17064,7,2011-06-28,Ispezione normale o programmata,
17066,7,2011-06-28,Impatto dichiarato da torre,
17118,7,2011-06-29,Ispezione normale o programmata,
17149,7,2011-06-29,Ispezione normale o programmata,
17206,7,2011-06-30,Ispezione normale o programmata,
17240,7,2011-06-30,Ispezione normale o programmata,
17279,7,2011-07-01,Ispezione normale o programmata,
17307,7,2011-07-01,Ispezione normale o programmata,
17363,7,2011-07-02,Ispezione normale o programmata,
17400,7,2011-07-02,Ispezione normale o programmata,
17447,7,2011-07-03,Ispezione normale o programmata,
17477,7,2011-07-03,Ispezione normale o programmata,
17544,7,2011-07-04,Ispezione normale o programmata,
17617,7,2011-07-04,Ispezione normale o programmata,
17685,7,2011-07-05,Ispezione normale o programmata,
17721,7,2011-07-05,Ispezione normale o programmata,
17768,7,2011-07-06,Ispezione normale o programmata,
17825,7,2011-07-06,Ispezione normale o programmata,
17862,7,2011-07-07,Ispezione normale o programmata,
17893,7,2011-07-07,Ispezione normale o programmata,
17947,7,2011-07-08,Ispezione normale o programmata,
17979,7,2011-07-08,Ispezione normale o programmata,
18040,7,2011-07-09,Ispezione normale o programmata,
18042,7,2011-07-09,Impatto dichiarato da torre,
18102,7,2011-07-09,Ispezione normale o programmata,
18180,7,2011-07-10,Ispezione normale o programmata,
18219,7,2011-07-10,Ispezione normale o programmata,
18275,7,2011-07-11,Ispezione normale o programmata,
18311,7,2011-07-11,Ispezione normale o programmata,
18361,7,2011-07-12,Ispezione normale o programmata,
18388,7,2011-07-12,Ispezione normale o programmata,
18441,7,2011-07-13,Ispezione normale o programmata,
18477,7,2011-07-13,Ispezione normale o programmata,
18529,7,2011-07-14,Ispezione normale o programmata,
18564,7,2011-07-14,Ispezione normale o programmata,
18629,7,2011-07-15,Ispezione normale o programmata,
18660,7,2011-07-15,Ispezione normale o programmata,
18702,7,2011-07-16,Ispezione normale o programmata,
18737,7,2011-07-16,Ispezione normale o programmata,
18777,7,2011-07-17,Ispezione normale o programmata,
18815,7,2011-07-17,Ispezione normale o programmata,
18864,7,2011-07-18,Ispezione normale o programmata,
18927,7,2011-07-18,Ispezione normale o programmata,
18969,7,2011-07-19,Ispezione normale o programmata,
19001,7,2011-07-19,Ispezione normale o programmata,
19053,7,2011-07-20,Ispezione normale o programmata,
19091,7,2011-07-20,Ispezione normale o programmata,
19133,7,2011-07-21,Ispezione normale o programmata,
19147,7,2011-07-21,Impatto dichiarato da torre,
19169,7,2011-07-21,Ispezione normale o programmata,
19220,7,2011-07-22,Ispezione normale o programmata,
19235,7,2011-07-22,Impatto dichiarato da torre,
19245,7,2011-07-22,Ispezione normale o programmata,
19302,7,2011-07-23,Ispezione normale o programmata,
19326,7,2011-07-23,Ispezione normale o programmata,
19387,7,2011-07-24,Ispezione normale o programmata,
19416,7,2011-07-24,Ispezione normale o programmata,
19475,7,2011-07-25,Ispezione normale o programmata,
19520,7,2011-07-25,Ispezione normale o programmata,
19558,7,2011-07-26,Impatto dichiarato da torre,
19567,7,2011-07-26,Ispezione normale o programmata,
19603,7,2011-07-26,Ispezione normale o programmata,
19665,7,2011-07-27,Ispezione normale o programmata,
19699,7,2011-07-27,Ispezione normale o programmata,
19750,7,2011-07-28,Ispezione normale o programmata,
19791,7,2011-07-28,Ispezione normale o programmata,
19847,7,2011-07-29,Ispezione normale o programmata,
19888,7,2011-07-29,Ispezione normale o programmata,
19932,7,2011-07-30,Ispezione normale o programmata,
19957,7,2011-07-30,Ispezione normale o programmata,
19958,7,2011-07-30,Impatto dichiarato da torre,
20008,7,2011-07-31,Ispezione normale o programmata,
20030,7,2011-07-31,Ispezione normale o programmata,
20089,7,2011-08-01,Ispezione normale o programmata,
20117,7,2011-08-01,Ispezione normale o programmata,
20171,7,2011-08-02,Ispezione normale o programmata,
20201,7,2011-08-02,Ispezione normale o programmata,
20241,7,2011-08-03,Ispezione normale o programmata,
20270,7,2011-08-03,Ispezione normale o programmata,
20322,7,2011-08-04,Ispezione normale o programmata,
20345,7,2011-08-04,Ispezione normale o programmata,
20397,7,2011-08-05,Ispezione normale o programmata,
20426,7,2011-08-05,Ispezione normale o programmata,
20466,7,2011-08-06,Ispezione normale o programmata,
20490,7,2011-08-06,Ispezione normale o programmata,
20532,7,2011-08-07,Ispezione normale o programmata,
20560,7,2011-08-07,Ispezione normale o programmata,
20618,7,2011-08-08,Ispezione normale o programmata,
20652,7,2011-08-08,Ispezione normale o programmata,
20699,7,2011-08-09,Ispezione normale o programmata,
20722,7,2011-08-09,Ispezione normale o programmata,
20762,7,2011-08-10,Ispezione normale o programmata,
20790,7,2011-08-10,Ispezione normale o programmata,
20834,7,2011-08-11,Ispezione normale o programmata,
20870,7,2011-08-11,Ispezione normale o programmata,
20926,7,2011-08-12,Ispezione normale o programmata,
20947,7,2011-08-12,Ispezione normale o programmata,
20970,7,2011-08-13,Impatto dichiarato da torre,
20993,7,2011-08-13,Ispezione normale o programmata,
21013,7,2011-08-13,Ispezione normale o programmata,
21060,7,2011-08-14,Ispezione normale o programmata,
21106,7,2011-08-14,Ispezione normale o programmata,
21144,7,2011-08-15,Ispezione normale o programmata,
21160,7,2011-08-15,Ispezione normale o programmata,
21200,7,2011-08-16,Ispezione normale o programmata,
21237,7,2011-08-16,Ispezione normale o programmata,
21311,7,2011-08-17,Ispezione normale o programmata,
21352,7,2011-08-17,Ispezione normale o programmata,
21412,7,2011-08-18,Ispezione normale o programmata,
21431,7,2011-08-18,Ispezione normale o programmata,
21490,7,2011-08-19,Ispezione normale o programmata,
21510,7,2011-08-19,Ispezione normale o programmata,
21554,7,2011-08-20,Ispezione normale o programmata,
21588,7,2011-08-20,Ispezione normale o programmata,
21629,7,2011-08-21,Ispezione normale o programmata,
21630,7,2011-08-21,Impatto dichiarato da torre,
21685,7,2011-08-21,Ispezione normale o programmata,
21748,7,2011-08-22,Ispezione normale o programmata,
21779,7,2011-08-22,Ispezione normale o programmata,
21831,7,2011-08-23,Ispezione normale o programmata,
21865,7,2011-08-23,Ispezione normale o programmata,
21936,7,2011-08-24,Ispezione normale o programmata,
21986,7,2011-08-24,Ispezione normale o programmata,
22035,7,2011-08-25,Ispezione normale o programmata,
22062,7,2011-08-25,Ispezione normale o programmata,
22108,7,2011-08-26,Ispezione normale o programmata,
22133,7,2011-08-26,Ispezione normale o programmata,
22198,7,2011-08-27,Ispezione normale o programmata,
22213,7,2011-08-27,Ispezione normale o programmata,
22270,7,2011-08-28,Ispezione normale o programmata,
22317,7,2011-08-28,Ispezione normale o programmata,
22372,7,2011-08-29,Ispezione normale o programmata,
22400,7,2011-08-29,Ispezione normale o programmata,
22447,7,2011-08-30,Ispezione normale o programmata,
22467,7,2011-08-30,Ispezione normale o programmata,
22522,7,2011-08-31,Ispezione normale o programmata,
22545,7,2011-08-31,Ispezione normale o programmata,
22582,7,2011-09-01,Ispezione normale o programmata,
22583,7,2011-09-01,Richiesta di,
22602,7,2011-09-01,Ispezione normale o programmata,
22628,7,2011-09-01,Ispezione normale o programmata,
22659,7,2011-09-02,Ispezione normale o programmata,
22672,7,2011-09-02,Ispezione normale o programmata,
22710,7,2011-09-02,Ispezione normale o programmata,
22754,7,2011-09-03,Ispezione normale o programmata,
22901,7,2011-09-03,Ispezione normale o programmata,
22902,7,2011-09-04,Ispezione normale o programmata,
22903,7,2011-09-04,Ispezione normale o programmata,
22904,7,2011-09-05,Ispezione normale o programmata,
22951,7,2011-09-05,Ispezione normale o programmata,
22998,7,2011-09-06,Ispezione normale o programmata,
23033,7,2011-09-06,Ispezione normale o programmata,
23097,7,2011-09-07,Ispezione normale o programmata,
23116,7,2011-09-07,Ispezione normale o programmata,
23139,7,2011-09-07,Ispezione normale o programmata,
23178,7,2011-09-08,Ispezione normale o programmata,
23189,7,2011-09-08,Ispezione normale o programmata,
23235,7,2011-09-08,Ispezione normale o programmata,
23270,7,2011-09-09,Ispezione normale o programmata,
23289,7,2011-09-09,Ispezione normale o programmata,
23316,7,2011-09-09,Ispezione normale o programmata,
23348,7,2011-09-10,Ispezione normale o programmata,
23377,7,2011-09-10,Ispezione normale o programmata,
23425,7,2011-09-11,Ispezione normale o programmata,
23457,7,2011-09-11,Ispezione normale o programmata,
23499,7,2011-09-12,Ispezione normale o programmata,
23544,7,2011-09-12,Ispezione normale o programmata,
23590,7,2011-09-13,Ispezione normale o programmata,
23619,7,2011-09-13,Ispezione normale o programmata,
23620,7,2011-09-13,Ispezione normale o programmata,
23656,7,2011-09-14,Ispezione normale o programmata,
23663,7,2011-09-14,Altro (specificare),Monitoraggio esterno come da contratto.
23664,7,2011-09-14,Ispezione normale o programmata,
23694,7,2011-09-14,Ispezione normale o programmata,
23737,7,2011-09-15,Ispezione normale o programmata,
23762,7,2011-09-15,Ispezione normale o programmata,
23818,7,2011-09-16,Ispezione normale o programmata,
23866,7,2011-09-16,Ispezione normale o programmata,
23906,7,2011-09-17,Ispezione normale o programmata,
23934,7,2011-09-17,Ispezione normale o programmata,
24002,7,2011-09-18,Ispezione normale o programmata,
24038,7,2011-09-18,Ispezione normale o programmata,
24095,7,2011-09-19,Ispezione normale o programmata,
24121,7,2011-09-19,Ispezione normale o programmata,
24170,7,2011-09-20,Ispezione normale o programmata,
24197,7,2011-09-20,Ispezione normale o programmata,
24244,7,2011-09-21,Ispezione normale o programmata,
24280,7,2011-09-21,Ispezione normale o programmata,
24351,7,2011-09-22,Ispezione normale o programmata,
24381,7,2011-09-22,Ispezione normale o programmata,
24431,7,2011-09-23,Ispezione normale o programmata,
24471,7,2011-09-23,Ispezione normale o programmata,
24512,7,2011-09-24,Ispezione normale o programmata,
24533,7,2011-09-24,Ispezione normale o programmata,
24588,7,2011-09-25,Ispezione normale o programmata,
24627,7,2011-09-25,Ispezione normale o programmata,
24674,7,2011-09-26,Ispezione normale o programmata,
24719,7,2011-09-26,Ispezione normale o programmata,
24762,7,2011-09-27,Ispezione normale o programmata,
24805,7,2011-09-27,Ispezione normale o programmata,
24870,7,2011-09-28,Ispezione normale o programmata,
24902,7,2011-09-28,Ispezione normale o programmata,
24942,7,2011-09-29,Ispezione normale o programmata,
24966,7,2011-09-29,Ispezione normale o programmata,
25037,7,2011-09-30,Ispezione normale o programmata,
25062,7,2011-09-30,Ispezione normale o programmata,
25105,7,2011-10-01,Ispezione normale o programmata,
25132,7,2011-10-01,Ispezione normale o programmata,
25158,7,2011-10-02,Ispezione normale o programmata,
25182,7,2011-10-02,Ispezione normale o programmata,
25222,7,2011-10-03,Ispezione normale o programmata,
25258,7,2011-10-03,Ispezione normale o programmata,
25290,7,2011-10-04,Ispezione normale o programmata,
25324,7,2011-10-04,Ispezione normale o programmata,
25365,7,2011-10-05,Ispezione normale o programmata,
25390,7,2011-10-05,Ispezione normale o programmata,
25426,7,2011-10-06,Ispezione normale o programmata,
25461,7,2011-10-06,Ispezione normale o programmata,
25496,7,2011-10-07,Ispezione normale o programmata,
25531,7,2011-10-07,Ispezione normale o programmata,
25577,7,2011-10-08,Ispezione normale o programmata,
25616,7,2011-10-08,Ispezione normale o programmata,
25665,7,2011-10-09,Ispezione normale o programmata,
25687,7,2011-10-09,Ispezione normale o programmata,
25728,7,2011-10-10,Ispezione normale o programmata,
25769,7,2011-10-10,Ispezione normale o programmata,
25824,7,2011-10-11,Ispezione normale o programmata,
25879,7,2011-10-11,Ispezione normale o programmata,
25900,7,2011-10-12,Ispezione normale o programmata,
25923,7,2011-10-12,Ispezione normale o programmata,
25953,7,2011-10-13,Ispezione normale o programmata,
25986,7,2011-10-13,Ispezione normale o programmata,
26039,7,2011-10-14,Ispezione normale o programmata,
26063,7,2011-10-14,Ispezione normale o programmata,
26107,7,2011-10-15,Ispezione normale o programmata,
26128,7,2011-10-15,Ispezione normale o programmata,
26173,7,2011-10-16,Ispezione normale o programmata,
26192,7,2011-10-16,Ispezione normale o programmata,
26255,7,2011-10-17,Ispezione normale o programmata,
26298,7,2011-10-17,Ispezione normale o programmata,
26336,7,2011-10-18,Ispezione normale o programmata,
26365,7,2011-10-18,Ispezione normale o programmata,
26411,7,2011-10-19,Ispezione normale o programmata,
26442,7,2011-10-19,Ispezione normale o programmata,
26474,7,2011-10-20,Ispezione normale o programmata,
26530,7,2011-10-20,Ispezione normale o programmata,
26566,7,2011-10-21,Ispezione normale o programmata,
26588,7,2011-10-21,Ispezione normale o programmata,
26637,7,2011-10-22,Ispezione normale o programmata,
26655,7,2011-10-22,Ispezione normale o programmata,
26705,7,2011-10-23,Ispezione normale o programmata,
26720,7,2011-10-23,Ispezione normale o programmata,
26764,7,2011-10-24,Ispezione normale o programmata,
26789,7,2011-10-24,Ispezione normale o programmata,
26836,7,2011-10-25,Ispezione normale o programmata,
26861,7,2011-10-25,Ispezione normale o programmata,
26866,7,2011-10-25,Ispezione normale o programmata,
26903,7,2011-10-26,Ispezione normale o programmata,
26939,7,2011-10-26,Ispezione normale o programmata,
26976,7,2011-10-27,Ispezione normale o programmata,
27016,7,2011-10-27,Ispezione normale o programmata,
27065,7,2011-10-28,Ispezione normale o programmata,
27093,7,2011-10-28,Ispezione normale o programmata,
27150,7,2011-10-29,Ispezione normale o programmata,
27155,7,2011-10-29,Ispezione normale o programmata,
27177,7,2011-10-29,Ispezione normale o programmata,
27219,7,2011-10-30,Ispezione normale o programmata,
27238,7,2011-10-30,Ispezione normale o programmata,
27287,7,2011-10-31,Ispezione normale o programmata,
27331,7,2011-10-31,Ispezione normale o programmata,
27374,7,2011-11-01,Ispezione normale o programmata,
27391,7,2011-11-01,Ispezione normale o programmata,
27480,7,2011-11-02,Ispezione normale o programmata,
27540,7,2011-11-03,Ispezione normale o programmata,
27563,7,2011-11-03,Ispezione normale o programmata,
27633,7,2011-11-04,Ispezione normale o programmata,
27695,7,2011-11-05,Ispezione normale o programmata,
27703,7,2011-11-05,Ispezione normale o programmata,
27762,7,2011-11-06,Ispezione normale o programmata,
27773,7,2011-11-06,Ispezione normale o programmata,
27825,7,2011-11-07,Ispezione normale o programmata,
27853,7,2011-11-07,Ispezione normale o programmata,
27936,7,2011-11-08,Ispezione normale o programmata,
27999,7,2011-11-09,Ispezione normale o programmata,
28027,7,2011-11-09,Ispezione normale o programmata,
28102,7,2011-11-10,Ispezione normale o programmata,
28114,7,2011-11-10,Ispezione normale o programmata,
28206,7,2011-11-11,Ispezione normale o programmata,
28219,7,2011-11-11,Ispezione normale o programmata,
28290,7,2011-11-12,Ispezione normale o programmata,
28332,7,2011-11-13,Ispezione normale o programmata,
28358,7,2011-11-13,Ispezione normale o programmata,
28419,7,2011-11-14,Ispezione normale o programmata,
28454,7,2011-11-14,Ispezione normale o programmata,
28518,7,2011-11-15,Ispezione normale o programmata,
28588,7,2011-11-16,Ispezione normale o programmata,
28608,7,2011-11-16,Ispezione normale o programmata,
28678,7,2011-11-17,Ispezione normale o programmata,
28761,7,2011-11-18,Ispezione normale o programmata,
28782,7,2011-11-18,Ispezione normale o programmata,
28883,7,2011-11-19,Ispezione normale o programmata,
28936,7,2011-11-20,Ispezione normale o programmata,
28951,7,2011-11-20,Ispezione normale o programmata,
