,id_aeroporto,data,causaIspezione,causaIspezioneAltro
359487,7,2017-10-27,Ispezione normale o programmata,
359547,7,2017-10-27,Ispezione normale o programmata,
359727,7,2017-10-28,Ispezione normale o programmata,
359728,7,2017-10-28,Ispezione normale o programmata,
359781,7,2017-10-29,Ispezione normale o programmata,
359828,7,2017-10-29,Ispezione normale o programmata,
359891,7,2017-10-29,Ispezione normale o programmata,
360063,7,2017-10-30,Ispezione normale o programmata,
360064,7,2017-10-30,Ispezione normale o programmata,
360065,7,2017-10-30,Ispezione normale o programmata,
360227,7,2017-10-31,Ispezione normale o programmata,
360228,7,2017-10-31,Ispezione normale o programmata,
360357,7,2017-11-01,Ispezione normale o programmata,
360358,7,2017-11-01,Ispezione normale o programmata,
360359,7,2017-11-01,Ispezione normale o programmata,
360547,7,2017-11-02,Ispezione normale o programmata,
360548,7,2017-11-02,Ispezione normale o programmata,
360726,7,2017-11-03,Ispezione normale o programmata,
360890,7,2017-11-04,Ispezione normale o programmata,
360891,7,2017-11-04,Ispezione normale o programmata,
360892,7,2017-11-04,Ispezione normale o programmata,
361044,7,2017-11-05,Ispezione normale o programmata,
361158,7,2017-11-06,Ispezione normale o programmata,
361188,7,2017-11-06,Ispezione normale o programmata,
361364,7,2017-11-07,Ispezione normale o programmata,
361365,7,2017-11-07,Ispezione normale o programmata,
361366,7,2017-11-07,Ispezione normale o programmata,
361541,7,2017-11-08,Ispezione normale o programmata,
361685,7,2017-11-09,Ispezione normale o programmata,
361700,7,2017-11-09,Ispezione normale o programmata,
361885,7,2017-11-10,Ispezione normale o programmata,
361886,7,2017-11-10,Ispezione normale o programmata,
361887,7,2017-11-10,Ispezione normale o programmata,
362053,7,2017-11-11,Ispezione normale o programmata,
362054,7,2017-11-11,Richiesta da Torre/Capo scalo/Duty manager,
362160,7,2017-11-12,Ispezione normale o programmata,
362196,7,2017-11-12,Ispezione normale o programmata,
362359,7,2017-11-13,Ispezione normale o programmata,
362360,7,2017-11-13,Ispezione normale o programmata,
362361,7,2017-11-13,Ispezione normale o programmata,
362494,7,2017-11-14,Ispezione normale o programmata,
362534,7,2017-11-14,Ispezione normale o programmata,
362688,7,2017-11-15,Ispezione normale o programmata,
362692,7,2017-11-15,Ispezione normale o programmata,
362833,7,2017-11-15,Ispezione normale o programmata,
362834,7,2017-11-16,Ispezione normale o programmata,
362835,7,2017-11-16,Ispezione normale o programmata,
362836,7,2017-11-16,Ispezione normale o programmata,
362872,7,2017-11-16,Ispezione normale o programmata,
363021,7,2017-11-17,Ispezione normale o programmata,
363150,7,2017-11-18,Ispezione normale o programmata,
363161,7,2017-11-18,Ispezione normale o programmata,
363322,7,2017-11-19,Ispezione normale o programmata,
363323,7,2017-11-19,Ispezione normale o programmata,
363325,7,2017-11-19,Ispezione normale o programmata,
363493,7,2017-11-20,Ispezione normale o programmata,
363605,7,2017-11-21,Ispezione normale o programmata,
363636,7,2017-11-21,Ispezione normale o programmata,
363809,7,2017-11-22,Ispezione normale o programmata,
363810,7,2017-11-22,Ispezione normale o programmata,
363811,7,2017-11-22,Ispezione normale o programmata,
363983,7,2017-11-23,Ispezione normale o programmata,
363984,7,2017-11-23,Ispezione normale o programmata,
363985,7,2017-11-23,Ispezione normale o programmata,
363986,7,2017-11-23,Ispezione normale o programmata,
364131,7,2017-11-24,Ispezione normale o programmata,
364132,7,2017-11-24,Ispezione normale o programmata,
364133,7,2017-11-24,Impatto dichiarato da torre,
364134,7,2017-11-24,Ispezione normale o programmata,
364135,7,2017-11-24,Ispezione normale o programmata,
364284,7,2017-11-25,Ispezione normale o programmata,
364285,7,2017-11-25,Ispezione normale o programmata,
364286,7,2017-11-25,Ispezione normale o programmata,
364287,7,2017-11-25,Ispezione normale o programmata,
364434,7,2017-11-26,Ispezione normale o programmata,
364435,7,2017-11-26,Ispezione normale o programmata,
364436,7,2017-11-26,Ispezione normale o programmata,
364437,7,2017-11-26,Ispezione normale o programmata,
364546,7,2017-11-27,Ispezione normale o programmata,
364594,7,2017-11-27,Ispezione normale o programmata,
364605,7,2017-11-27,Ispezione normale o programmata,
364608,7,2017-11-27,Ispezione normale o programmata,
364791,7,2017-11-28,Ispezione normale o programmata,
364792,7,2017-11-28,Ispezione normale o programmata,
364794,7,2017-11-28,Ispezione normale o programmata,
364795,7,2017-11-28,Ispezione normale o programmata,
364955,7,2017-11-29,Ispezione normale o programmata,
364956,7,2017-11-29,Ispezione normale o programmata,
364957,7,2017-11-29,Ispezione normale o programmata,
364958,7,2017-11-29,Ispezione normale o programmata,
365056,7,2017-11-30,Ispezione normale o programmata,
365078,7,2017-11-30,Ispezione normale o programmata,
365115,7,2017-11-30,Ispezione normale o programmata,
365125,7,2017-11-30,Ispezione normale o programmata,
365274,7,2017-12-01,Ispezione normale o programmata,
365275,7,2017-12-01,Ispezione normale o programmata,
365276,7,2017-12-01,Ispezione normale o programmata,
365435,7,2017-12-02,Ispezione normale o programmata,
365436,7,2017-12-02,Ispezione normale o programmata,
365437,7,2017-12-02,Ispezione normale o programmata,
365530,7,2017-12-03,Ispezione normale o programmata,
365547,7,2017-12-03,Ispezione normale o programmata,
365570,7,2017-12-03,Ispezione normale o programmata,
365579,7,2017-12-03,Ispezione normale o programmata,
365741,7,2017-12-04,Ispezione normale o programmata,
365742,7,2017-12-04,Ispezione normale o programmata,
365743,7,2017-12-04,Ispezione normale o programmata,
365914,7,2017-12-05,Ispezione normale o programmata,
365915,7,2017-12-05,Ispezione normale o programmata,
365916,7,2017-12-05,Ispezione normale o programmata,
366031,7,2017-12-06,Ispezione normale o programmata,
366058,7,2017-12-06,Ispezione normale o programmata,
366070,7,2017-12-06,Ispezione normale o programmata,
366087,7,2017-12-06,Ispezione normale o programmata,
366241,7,2017-12-07,Ispezione normale o programmata,
366242,7,2017-12-07,Ispezione normale o programmata,
366243,7,2017-12-07,Ispezione normale o programmata,
366402,7,2017-12-08,Ispezione normale o programmata,
366403,7,2017-12-08,Ispezione normale o programmata,
366404,7,2017-12-08,Ispezione normale o programmata,
366492,7,2017-12-09,Ispezione normale o programmata,
366493,7,2017-12-09,Ispezione normale o programmata,
366524,7,2017-12-09,Ispezione normale o programmata,
366565,7,2017-12-09,Ispezione normale o programmata,
366566,7,2017-12-09,Ispezione normale o programmata,
366711,7,2017-12-10,Ispezione normale o programmata,
366712,7,2017-12-10,Ispezione normale o programmata,
366713,7,2017-12-10,Ispezione normale o programmata,
366810,7,2017-12-11,Ispezione normale o programmata,
366847,7,2017-12-11,Ispezione normale o programmata,
366873,7,2017-12-11,Ispezione normale o programmata,
366885,7,2017-12-11,Ispezione normale o programmata,
367038,7,2017-12-12,Ispezione normale o programmata,
367039,7,2017-12-12,Ispezione normale o programmata,
367040,7,2017-12-12,Ispezione normale o programmata,
367204,7,2017-12-13,Ispezione normale o programmata,
367205,7,2017-12-13,Ispezione normale o programmata,
367206,7,2017-12-13,Ispezione normale o programmata,
367346,7,2017-12-14,Ispezione normale o programmata,
367347,7,2017-12-14,Ispezione normale o programmata,
367348,7,2017-12-14,Ispezione normale o programmata,
367447,7,2017-12-15,Ispezione normale o programmata,
367496,7,2017-12-15,Ispezione normale o programmata,
367509,7,2017-12-15,Ispezione normale o programmata,
367510,7,2017-12-15,Ispezione normale o programmata,
367674,7,2017-12-16,Ispezione normale o programmata,
367675,7,2017-12-16,Ispezione normale o programmata,
367677,7,2017-12-16,Ispezione normale o programmata,
367811,7,2017-12-17,Ispezione normale o programmata,
367812,7,2017-12-17,Ispezione normale o programmata,
367813,7,2017-12-17,Ispezione normale o programmata,
367931,7,2017-12-18,Ispezione normale o programmata,
367946,7,2017-12-18,Ispezione normale o programmata,
367947,7,2017-12-18,Ispezione normale o programmata,
367971,7,2017-12-18,Ispezione normale o programmata,
367979,7,2017-12-18,Ispezione normale o programmata,
368156,7,2017-12-19,Ispezione normale o programmata,
368157,7,2017-12-19,Ispezione normale o programmata,
368158,7,2017-12-19,Ispezione normale o programmata,
368311,7,2017-12-20,Ispezione normale o programmata,
368312,7,2017-12-20,Ispezione normale o programmata,
368313,7,2017-12-20,Ispezione normale o programmata,
368434,7,2017-12-21,Ispezione normale o programmata,
368452,7,2017-12-21,Ispezione normale o programmata,
368476,7,2017-12-21,Ispezione normale o programmata,
368492,7,2017-12-21,Ispezione normale o programmata,
368649,7,2017-12-22,Ispezione normale o programmata,
368650,7,2017-12-22,Ispezione normale o programmata,
368651,7,2017-12-22,Ispezione normale o programmata,
368796,7,2017-12-23,Ispezione normale o programmata,
368797,7,2017-12-23,Ispezione normale o programmata,
368798,7,2017-12-23,Ispezione normale o programmata,
368919,7,2017-12-24,Ispezione normale o programmata,
368929,7,2017-12-24,Ispezione normale o programmata,
368947,7,2017-12-24,Ispezione normale o programmata,
369084,7,2017-12-25,Ispezione normale o programmata,
369085,7,2017-12-25,Ispezione normale o programmata,
369086,7,2017-12-25,Ispezione normale o programmata,
369231,7,2017-12-26,Ispezione normale o programmata,
369232,7,2017-12-26,Ispezione normale o programmata,
369233,7,2017-12-26,Ispezione normale o programmata,
369323,7,2017-12-27,Ispezione normale o programmata,
369366,7,2017-12-27,Ispezione normale o programmata,
369409,7,2017-12-27,Ispezione normale o programmata,
369577,7,2017-12-28,Ispezione normale o programmata,
369578,7,2017-12-28,Ispezione normale o programmata,
369580,7,2017-12-28,Ispezione normale o programmata,
369729,7,2017-12-29,Ispezione normale o programmata,
369730,7,2017-12-29,Ispezione normale o programmata,
369731,7,2017-12-29,Ispezione normale o programmata,
369872,7,2017-12-30,Ispezione normale o programmata,
369873,7,2017-12-30,Ispezione normale o programmata,
369884,7,2017-12-30,Ispezione normale o programmata,
370053,7,2017-12-31,Ispezione normale o programmata,
370054,7,2017-12-31,Ispezione normale o programmata,
370055,7,2017-12-31,Ispezione normale o programmata,
370206,7,2018-01-01,Ispezione normale o programmata,
370207,7,2018-01-01,Ispezione normale o programmata,
370208,7,2018-01-01,Ispezione normale o programmata,
370320,7,2018-01-02,Ispezione normale o programmata,
370321,7,2018-01-02,Ispezione normale o programmata,
370379,7,2018-01-02,Ispezione normale o programmata,
370380,7,2018-01-02,Ispezione normale o programmata,
370517,7,2018-01-03,Ispezione normale o programmata,
370518,7,2018-01-03,Ispezione normale o programmata,
370519,7,2018-01-03,Ispezione normale o programmata,
370695,7,2018-01-04,Ispezione normale o programmata,
370696,7,2018-01-04,Ispezione normale o programmata,
370698,7,2018-01-04,Ispezione normale o programmata,
370828,7,2018-01-05,Ispezione normale o programmata,
370829,7,2018-01-05,Ispezione normale o programmata,
370873,7,2018-01-05,Ispezione normale o programmata,
370874,7,2018-01-05,Ispezione normale o programmata,
371024,7,2018-01-06,Ispezione normale o programmata,
371025,7,2018-01-06,Ispezione normale o programmata,
371026,7,2018-01-06,Ispezione normale o programmata,
371177,7,2018-01-07,Ispezione normale o programmata,
371178,7,2018-01-07,Ispezione normale o programmata,
371179,7,2018-01-07,Ispezione normale o programmata,
371286,7,2018-01-08,Ispezione normale o programmata,
371287,7,2018-01-08,Ispezione normale o programmata,
371338,7,2018-01-08,Ispezione normale o programmata,
371339,7,2018-01-08,Ispezione normale o programmata,
371510,7,2018-01-09,Ispezione normale o programmata,
371511,7,2018-01-09,Ispezione normale o programmata,
371512,7,2018-01-09,Ispezione normale o programmata,
371601,7,2018-01-10,Ispezione normale o programmata,
371627,7,2018-01-10,Ispezione normale o programmata,
371673,7,2018-01-10,Ispezione normale o programmata,
371792,7,2018-01-11,Ispezione normale o programmata,
371816,7,2018-01-11,Ispezione normale o programmata,
371857,7,2018-01-11,Ispezione normale o programmata,
372031,7,2018-01-12,Ispezione normale o programmata,
372032,7,2018-01-12,Ispezione normale o programmata,
372034,7,2018-01-12,Ispezione normale o programmata,
372179,7,2018-01-13,Ispezione normale o programmata,
372180,7,2018-01-13,Ispezione normale o programmata,
372181,7,2018-01-13,Ispezione normale o programmata,
372326,7,2018-01-14,Ispezione normale o programmata,
372327,7,2018-01-14,Ispezione normale o programmata,
372329,7,2018-01-14,Ispezione normale o programmata,
372492,7,2018-01-15,Ispezione normale o programmata,
372493,7,2018-01-15,Ispezione normale o programmata,
372494,7,2018-01-15,Ispezione normale o programmata,
372604,7,2018-01-16,Ispezione normale o programmata,
372637,7,2018-01-16,Ispezione normale o programmata,
372678,7,2018-01-16,Ispezione normale o programmata,
372803,7,2018-01-17,Ispezione normale o programmata,
372804,7,2018-01-17,Ispezione normale o programmata,
372862,7,2018-01-17,Ispezione normale o programmata,
372863,7,2018-01-17,Ispezione normale o programmata,
373009,7,2018-01-18,Ispezione normale o programmata,
373010,7,2018-01-18,Ispezione normale o programmata,
373011,7,2018-01-18,Ispezione normale o programmata,
373112,7,2018-01-19,Ispezione normale o programmata,
373143,7,2018-01-19,Ispezione normale o programmata,
373154,7,2018-01-19,Ispezione normale o programmata,
373284,7,2018-01-20,Ispezione normale o programmata,
373285,7,2018-01-20,Ispezione normale o programmata,
373330,7,2018-01-20,Ispezione normale o programmata,
373331,7,2018-01-20,Ispezione normale o programmata,
373419,7,2018-01-21,Ispezione normale o programmata,
373456,7,2018-01-21,Ispezione normale o programmata,
373482,7,2018-01-21,Ispezione normale o programmata,
373647,7,2018-01-22,Ispezione normale o programmata,
373648,7,2018-01-22,Ispezione normale o programmata,
373762,7,2018-01-23,Ispezione normale o programmata,
373763,7,2018-01-23,Ispezione normale o programmata,
373817,7,2018-01-23,Ispezione normale o programmata,
373818,7,2018-01-23,Ispezione normale o programmata,
373918,7,2018-01-24,Ispezione normale o programmata,
373954,7,2018-01-24,Ispezione normale o programmata,
373981,7,2018-01-24,Ispezione normale o programmata,
374141,7,2018-01-25,Ispezione normale o programmata,
374142,7,2018-01-25,Ispezione normale o programmata,
374143,7,2018-01-25,Ispezione normale o programmata,
374255,7,2018-01-26,Ispezione normale o programmata,
374256,7,2018-01-26,Ispezione normale o programmata,
374295,7,2018-01-26,Ispezione normale o programmata,
374296,7,2018-01-26,Ispezione normale o programmata,
374457,7,2018-01-27,Ispezione normale o programmata,
374458,7,2018-01-27,Ispezione normale o programmata,
374459,7,2018-01-27,Ispezione normale o programmata,
374606,7,2018-01-28,Ispezione normale o programmata,
374607,7,2018-01-28,Ispezione normale o programmata,
374608,7,2018-01-28,Ispezione normale o programmata,
374717,7,2018-01-29,Ispezione normale o programmata,
374718,7,2018-01-29,Ispezione normale o programmata,
374761,7,2018-01-29,Ispezione normale o programmata,
374762,7,2018-01-29,Ispezione normale o programmata,
374935,7,2018-01-30,Ispezione normale o programmata,
374936,7,2018-01-30,Ispezione normale o programmata,
374938,7,2018-01-30,Ispezione normale o programmata,
375122,7,2018-01-31,Ispezione normale o programmata,
375123,7,2018-01-31,Ispezione normale o programmata,
375124,7,2018-01-31,Richiesta da Torre/Capo scalo/Duty manager,
375125,7,2018-01-31,Ispezione normale o programmata,
375236,7,2018-02-01,Ispezione normale o programmata,
375237,7,2018-02-01,Ispezione normale o programmata,
375286,7,2018-02-01,Ispezione normale o programmata,
375287,7,2018-02-01,Ispezione normale o programmata,
375442,7,2018-02-02,Ispezione normale o programmata,
375443,7,2018-02-02,Ispezione normale o programmata,
375572,7,2018-02-03,Ispezione normale o programmata,
375615,7,2018-02-03,Ispezione normale o programmata,
375618,7,2018-02-03,Ispezione normale o programmata,
375743,7,2018-02-04,Ispezione normale o programmata,
375744,7,2018-02-04,Ispezione normale o programmata,
375787,7,2018-02-04,Ispezione normale o programmata,
375788,7,2018-02-04,Ispezione normale o programmata,
375978,7,2018-02-05,Ispezione normale o programmata,
375979,7,2018-02-05,Ispezione normale o programmata,
375980,7,2018-02-05,Ispezione normale o programmata,
376064,7,2018-02-06,Ispezione normale o programmata,
376094,7,2018-02-06,Ispezione normale o programmata,
376136,7,2018-02-06,Ispezione normale o programmata,
376244,7,2018-02-07,Ispezione normale o programmata,
376245,7,2018-02-07,Ispezione normale o programmata,
376291,7,2018-02-07,Ispezione normale o programmata,
376292,7,2018-02-07,Ispezione normale o programmata,
376473,7,2018-02-08,Ispezione normale o programmata,
376474,7,2018-02-08,Ispezione normale o programmata,
376476,7,2018-02-08,Ispezione normale o programmata,
376570,7,2018-02-09,Ispezione normale o programmata,
376618,7,2018-02-09,Ispezione normale o programmata,
376635,7,2018-02-09,Ispezione normale o programmata,
376768,7,2018-02-10,Ispezione normale o programmata,
376769,7,2018-02-10,Ispezione normale o programmata,
376818,7,2018-02-10,Ispezione normale o programmata,
376819,7,2018-02-10,Ispezione normale o programmata,
376967,7,2018-02-11,Ispezione normale o programmata,
377020,7,2018-02-11,Ispezione normale o programmata,
377029,7,2018-02-11,Ispezione normale o programmata,
377218,7,2018-02-12,Ispezione normale o programmata,
377219,7,2018-02-12,Ispezione normale o programmata,
377220,7,2018-02-12,Ispezione normale o programmata,
377408,7,2018-02-13,Ispezione normale o programmata,
377409,7,2018-02-13,Ispezione normale o programmata,
377410,7,2018-02-13,Ispezione normale o programmata,
377498,7,2018-02-14,Ispezione normale o programmata,
377554,7,2018-02-14,Ispezione normale o programmata,
377555,7,2018-02-14,Ispezione normale o programmata,
377745,7,2018-02-15,Ispezione normale o programmata,
377746,7,2018-02-15,Ispezione normale o programmata,
377747,7,2018-02-15,Ispezione normale o programmata,
377874,7,2018-02-16,Ispezione normale o programmata,
377924,7,2018-02-16,Ispezione normale o programmata,
377925,7,2018-02-16,Ispezione normale o programmata,
378099,7,2018-02-17,Ispezione normale o programmata,
378100,7,2018-02-17,Ispezione normale o programmata,
378101,7,2018-02-17,Ispezione normale o programmata,
378275,7,2018-02-18,Ispezione normale o programmata,
378276,7,2018-02-18,Ispezione normale o programmata,
378277,7,2018-02-18,Ispezione normale o programmata,
378642,7,2018-02-20,Ispezione normale o programmata,
378643,7,2018-02-20,Ispezione normale o programmata,
378644,7,2018-02-20,Ispezione normale o programmata,
378809,7,2018-02-19,Ispezione normale o programmata,
378810,7,2018-02-21,Ispezione normale o programmata,
378811,7,2018-02-21,Ispezione normale o programmata,
378951,7,2018-02-22,Ispezione normale o programmata,
378952,7,2018-02-22,Ispezione normale o programmata,
378989,7,2018-02-22,Ispezione normale o programmata,
378990,7,2018-02-22,Ispezione normale o programmata,
379185,7,2018-02-23,Ispezione normale o programmata,
379186,7,2018-02-23,Ispezione normale o programmata,
379373,7,2018-02-24,Ispezione normale o programmata,
379374,7,2018-02-24,Ispezione normale o programmata,
379375,7,2018-02-24,Ispezione normale o programmata,
379473,7,2018-02-25,Ispezione normale o programmata,
379474,7,2018-02-25,Ispezione normale o programmata,
379534,7,2018-02-25,Ispezione normale o programmata,
379535,7,2018-02-25,Ispezione normale o programmata,
379694,7,2018-02-26,Ispezione normale o programmata,
379695,7,2018-02-26,Ispezione normale o programmata,
379696,7,2018-02-26,Ispezione normale o programmata,
379878,7,2018-02-27,Ispezione normale o programmata,
379879,7,2018-02-27,Ispezione normale o programmata,
379991,7,2018-02-28,Ispezione normale o programmata,
380030,7,2018-02-28,Ispezione normale o programmata,
380043,7,2018-02-28,Ispezione normale o programmata,
380211,7,2018-03-01,Ispezione normale o programmata,
380212,7,2018-03-01,Ispezione normale o programmata,
380213,7,2018-03-01,Ispezione normale o programmata,
380316,7,2018-03-02,Ispezione normale o programmata,
380317,7,2018-03-02,Ispezione normale o programmata,
380383,7,2018-03-02,Ispezione normale o programmata,
380384,7,2018-03-02,Ispezione normale o programmata,
380484,7,2018-03-03,Ispezione normale o programmata,
380542,7,2018-03-03,Ispezione normale o programmata,
380543,7,2018-03-03,Ispezione normale o programmata,
380648,7,2018-03-04,Ispezione normale o programmata,
380710,7,2018-03-04,Ispezione normale o programmata,
380711,7,2018-03-04,Ispezione normale o programmata,
380831,7,2018-03-05,Ispezione normale o programmata,
380832,7,2018-03-05,Ispezione normale o programmata,
380878,7,2018-03-05,Ispezione normale o programmata,
380885,7,2018-03-05,Ispezione normale o programmata,
381002,7,2018-03-06,Ispezione normale o programmata,
381003,7,2018-03-06,Ispezione normale o programmata,
381042,7,2018-03-06,Ispezione normale o programmata,
381066,7,2018-03-06,Ispezione normale o programmata,
381191,7,2018-03-07,Ispezione normale o programmata,
381192,7,2018-03-07,Ispezione normale o programmata,
381193,7,2018-03-07,Ispezione normale o programmata,
381252,7,2018-03-07,Ispezione normale o programmata,
381253,7,2018-03-07,Ispezione normale o programmata,
381382,7,2018-03-08,Ispezione normale o programmata,
381383,7,2018-03-08,Ispezione normale o programmata,
381384,7,2018-03-08,Ispezione normale o programmata,
381434,7,2018-03-08,Ispezione normale o programmata,
381435,7,2018-03-08,Ispezione normale o programmata,
381570,7,2018-03-09,Ispezione normale o programmata,
381571,7,2018-03-09,Ispezione normale o programmata,
381572,7,2018-03-09,Ispezione normale o programmata,
381629,7,2018-03-09,Ispezione normale o programmata,
381630,7,2018-03-09,Ispezione normale o programmata,
381743,7,2018-03-10,Ispezione normale o programmata,
381802,7,2018-03-10,Ispezione normale o programmata,
381803,7,2018-03-10,Ispezione normale o programmata,
381893,7,2018-03-11,Ispezione normale o programmata,
381915,7,2018-03-11,Ispezione normale o programmata,
381972,7,2018-03-11,Ispezione normale o programmata,
381973,7,2018-03-11,Ispezione normale o programmata,
382061,7,2018-03-12,Ispezione normale o programmata,
382101,7,2018-03-12,Ispezione normale o programmata,
382149,7,2018-03-12,Ispezione normale o programmata,
382150,7,2018-03-12,Ispezione normale o programmata,
382285,7,2018-03-13,Ispezione normale o programmata,
382286,7,2018-03-13,Ispezione normale o programmata,
382328,7,2018-03-13,Ispezione normale o programmata,
382337,7,2018-03-13,Ispezione normale o programmata,
382480,7,2018-03-14,Ispezione normale o programmata,
382481,7,2018-03-14,Ispezione normale o programmata,
382531,7,2018-03-14,Ispezione normale o programmata,
382536,7,2018-03-14,Ispezione normale o programmata,
382651,7,2018-03-15,Ispezione normale o programmata,
382652,7,2018-03-15,Ispezione normale o programmata,
382723,7,2018-03-15,Ispezione normale o programmata,
382724,7,2018-03-15,Ispezione normale o programmata,
382825,7,2018-03-16,Ispezione normale o programmata,
382826,7,2018-03-16,Ispezione normale o programmata,
382868,7,2018-03-16,Ispezione normale o programmata,
382884,7,2018-03-16,Ispezione normale o programmata,
383005,7,2018-03-17,Ispezione normale o programmata,
383006,7,2018-03-17,Ispezione normale o programmata,
383042,7,2018-03-17,Ispezione normale o programmata,
383074,7,2018-03-17,Ispezione normale o programmata,
383184,7,2018-03-18,Ispezione normale o programmata,
383185,7,2018-03-18,Ispezione normale o programmata,
383245,7,2018-03-18,Ispezione normale o programmata,
383246,7,2018-03-18,Ispezione normale o programmata,
383247,7,2018-03-18,Ispezione normale o programmata,
383355,7,2018-03-19,Ispezione normale o programmata,
383388,7,2018-03-19,Ispezione normale o programmata,
383448,7,2018-03-19,Ispezione normale o programmata,
383449,7,2018-03-19,Ispezione normale o programmata,
383566,7,2018-03-20,Ispezione normale o programmata,
383601,7,2018-03-20,Ispezione normale o programmata,
383621,7,2018-03-20,Ispezione normale o programmata,
383653,7,2018-03-20,Ispezione normale o programmata,
383799,7,2018-03-21,Ispezione normale o programmata,
383809,7,2018-03-20,Ispezione normale o programmata,
383810,7,2018-03-21,Ispezione normale o programmata,
383811,7,2018-03-21,Ispezione normale o programmata,
383812,7,2018-03-21,Ispezione normale o programmata,
383824,7,2018-03-21,Ispezione normale o programmata,
383955,7,2018-03-22,Ispezione normale o programmata,
383956,7,2018-03-22,Ispezione normale o programmata,
384004,7,2018-03-22,Ispezione normale o programmata,
384018,7,2018-03-22,Ispezione normale o programmata,
384105,7,2018-03-23,Ispezione normale o programmata,
384134,7,2018-03-23,Ispezione normale o programmata,
384204,7,2018-03-23,Ispezione normale o programmata,
384287,7,2018-03-24,Ispezione normale o programmata,
384313,7,2018-03-24,Ispezione normale o programmata,
384371,7,2018-03-24,Ispezione normale o programmata,
384555,7,2018-03-25,Ispezione normale o programmata,
384556,7,2018-03-25,Ispezione normale o programmata,
384557,7,2018-03-25,Ispezione normale o programmata,
384558,7,2018-03-25,Ispezione normale o programmata,
384559,7,2018-03-25,Ispezione normale o programmata,
384671,7,2018-03-26,Ispezione normale o programmata,
384672,7,2018-03-26,Ispezione normale o programmata,
384673,7,2018-03-26,Ispezione normale o programmata,
384738,7,2018-03-26,Ispezione normale o programmata,
384739,7,2018-03-26,Ispezione normale o programmata,
384763,7,2018-03-26,Ispezione normale o programmata,
384863,7,2018-03-27,Ispezione normale o programmata,
384864,7,2018-03-27,Ispezione normale o programmata,
384929,7,2018-03-27,Ispezione normale o programmata,
384930,7,2018-03-27,Ispezione normale o programmata,
384931,7,2018-03-27,Ispezione normale o programmata,
385040,7,2018-03-28,Ispezione normale o programmata,
385041,7,2018-03-28,Ispezione normale o programmata,
385126,7,2018-03-28,Ispezione normale o programmata,
385127,7,2018-03-28,Ispezione normale o programmata,
385128,7,2018-03-28,Ispezione normale o programmata,
385217,7,2018-03-29,Ispezione normale o programmata,
385232,7,2018-03-29,Ispezione normale o programmata,
385316,7,2018-03-29,Ispezione normale o programmata,
385317,7,2018-03-29,Ispezione normale o programmata,
385423,7,2018-03-30,Ispezione normale o programmata,
385426,7,2018-03-30,Ispezione normale o programmata,
385500,7,2018-03-30,Ispezione normale o programmata,
385501,7,2018-03-30,Ispezione normale o programmata,
385610,7,2018-03-31,Ispezione normale o programmata,
385611,7,2018-03-31,Ispezione normale o programmata,
385612,7,2018-03-31,Ispezione normale o programmata,
385687,7,2018-03-31,Ispezione normale o programmata,
385688,7,2018-03-31,Ispezione normale o programmata,
385793,7,2018-04-01,Ispezione normale o programmata,
385794,7,2018-04-01,Ispezione normale o programmata,
385873,7,2018-04-01,Ispezione normale o programmata,
385874,7,2018-04-01,Ispezione normale o programmata,
385875,7,2018-04-01,Ispezione normale o programmata,
385876,7,2018-04-01,Ispezione normale o programmata,
385969,7,2018-04-02,Ispezione normale o programmata,
385970,7,2018-04-02,Ispezione normale o programmata,
386056,7,2018-04-02,Ispezione normale o programmata,
386057,7,2018-04-02,Ispezione normale o programmata,
386128,7,2018-04-03,Ispezione normale o programmata,
386151,7,2018-04-03,Ispezione normale o programmata,
386246,7,2018-04-03,Ispezione normale o programmata,
386247,7,2018-04-03,Ispezione normale o programmata,
386248,7,2018-04-03,Impatto dichiarato da torre,
386318,7,2018-04-04,Ispezione normale o programmata,
386349,7,2018-04-04,Ispezione normale o programmata,
386451,7,2018-04-04,Ispezione normale o programmata,
386452,7,2018-04-04,Ispezione normale o programmata,
386549,7,2018-04-05,Ispezione normale o programmata,
386550,7,2018-04-05,Ispezione normale o programmata,
386603,7,2018-04-05,Ispezione normale o programmata,
386624,7,2018-04-05,Ispezione normale o programmata,
386737,7,2018-04-06,Ispezione normale o programmata,
386738,7,2018-04-06,Ispezione normale o programmata,
386785,7,2018-04-06,Ispezione normale o programmata,
386826,7,2018-04-06,Ispezione normale o programmata,
386912,7,2018-04-07,Ispezione normale o programmata,
386913,7,2018-04-07,Ispezione normale o programmata,
386993,7,2018-04-07,Ispezione normale o programmata,
386994,7,2018-04-07,Ispezione normale o programmata,
387090,7,2018-04-08,Ispezione normale o programmata,
387170,7,2018-04-08,Ispezione normale o programmata,
387171,7,2018-04-08,Ispezione normale o programmata,
387263,7,2018-04-09,Ispezione normale o programmata,
387280,7,2018-04-09,Ispezione normale o programmata,
387377,7,2018-04-09,Ispezione normale o programmata,
387378,7,2018-04-09,Ispezione normale o programmata,
387459,7,2018-04-10,Ispezione normale o programmata,
387488,7,2018-04-10,Ispezione normale o programmata,
387597,7,2018-04-10,Ispezione normale o programmata,
387598,7,2018-04-10,Ispezione normale o programmata,
387661,7,2018-04-11,Ispezione normale o programmata,
387691,7,2018-04-11,Ispezione normale o programmata,
387791,7,2018-04-11,Ispezione normale o programmata,
387792,7,2018-04-11,Ispezione normale o programmata,
