,id_aeroporto,data,data_,effettoSulVolo,id_specie_volatile,id_gruppo,coinvolti,parti_colpite
31,7,2013-08-11 00:00:00,2013-08-11 11:01:00,,14,12.0,,
35,7,2014-03-20 00:00:00,2014-03-20 09:27:00,,25,13.0,1.0,Nose
36,7,2014-04-25 00:00:00,2014-04-25 12:10:00,Nessuno,14,12.0,1.0,Nose
54,7,2015-09-17 00:00:00,2015-07-08 22:20:00,,25,13.0,1.0,
55,7,2015-07-12 00:00:00,2015-07-12 06:39:00,,25,13.0,,Tail
70,7,2016-08-07 00:00:00,2016-08-07 13:18:00,,14,12.0,1.0,Nose
72,7,2016-09-18 00:00:00,2016-09-18 14:50:00,,38,8.0,1.0,Engine 1
86,7,2017-06-15 00:00:00,2017-05-04 09:24:00,,39,5.0,1.0,
94,7,2017-08-01 00:00:00,2017-06-14 19:15:00,,13,12.0,1.0,Windshield
128,7,2017-09-06 00:00:00,2017-08-04 09:40:00,,14,12.0,1.0,Engine 1
129,7,2017-09-08 00:00:00,2017-08-10 11:39:00,,14,12.0,1.0,
141,7,2018-07-02 00:00:00,2018-06-04 18:45:00,,38,8.0,1.0,Wing
148,7,2019-05-07 00:00:00,2019-01-11 10:05:00,,7,6.0,,Fuselage
